=== HISTORY LOG STARTED ===
[2025-11-16 16:06:55] LOG | Table: Unit | ID: 23kfdnksjdnma-k23rkfewnwe2 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Unit@417e0c0a
 [2025-11-17 01:48:48] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@4c01b665

 [2025-11-17 01:48:48] LOG | Table: Output | ID: 24802940-5b20-494d-9837-01408ebba310 | Action: CREATE | Value: Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@65926ef2, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T01:48:48.038211)

 [2025-11-17 01:48:48] LOG | Table: Sale | ID: a3d1c28a-6292-4fa8-a58b-11f6974c71e1 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Sale@32eb0615

 [2025-11-17 01:48:49] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@1956eef0

 [2025-11-17 01:48:49] LOG | Table: Output | ID: c250c0bf-6ccb-49c2-9142-6e247387f604 | Action: CREATE | Value: Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@70b45395, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T01:48:49.347228)

 [2025-11-17 01:48:49] LOG | Table: Sale | ID: 17e84745-999d-42d4-ad90-966aae669254 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Sale@3f42d879

 [2025-11-17 01:48:49] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@1956eef0

 [2025-11-17 01:48:49] LOG | Table: Output | ID: 2abf7dba-d85d-404a-9e42-10fd5e64ade9 | Action: CREATE | Value: Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@70b45395, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T01:48:49.358038)

 [2025-11-17 01:48:49] LOG | Table: Sale | ID: 381ef5ca-c43b-4d15-9fad-826dc1c456f8 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Sale@6f440e9

 [2025-11-17 01:48:59] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@4093e8e

 [2025-11-17 01:48:59] LOG | Table: Output | ID: a6c057a1-46d4-4f42-b180-7cf247a76642 | Action: CREATE | Value: Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@8a01d4e, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T01:48:59.413657)

 [2025-11-17 01:48:59] LOG | Table: CreditSale | ID: 630d2d4e-a11b-4430-a7ee-1ef1e4fdacc5 | Action: CREATE | Value: CreditSale(sale=null, customerName=Falonkas, phone=+998993332211, totalAmount=306000.00, paidAmount=0, purchaseDate=2025-11-17, dueDate=2026-10-16, status=CREDIT)

 [2025-11-17 01:48:59] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@4093e8e

 [2025-11-17 01:48:59] LOG | Table: Output | ID: 6d377a95-a08b-4553-99a1-95a841635cd3 | Action: CREATE | Value: Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@8a01d4e, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T01:48:59.435852)

 [2025-11-17 01:48:59] LOG | Table: CreditSale | ID: d51d7fc8-bb63-4199-9d6d-a77a4d79234a | Action: CREATE | Value: CreditSale(sale=null, customerName=Falonkas, phone=+998993332211, totalAmount=918000.00, paidAmount=0, purchaseDate=2025-11-17, dueDate=2026-10-16, status=CREDIT)

 [2025-11-17 01:58:41] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@28bd4afe

 [2025-11-17 01:58:49] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@1051e25b

 [2025-11-17 01:58:56] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@12acc2f5

 [2025-11-17 02:00:37] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@697fe2cb

 [2025-11-17 02:00:37] LOG | Table: Output | ID: 147da608-6ed1-4c56-9617-f496267e7a30 | Action: CREATE | Value: Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@1aedb81f, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:00:37.062181)

 [2025-11-17 02:00:37] LOG | Table: OutputProduct | ID: 38ce151a-ac37-44f9-8742-598ce97ca03d | Action: CREATE | Value: OutputProduct(product=Product(name=AirPods 3, sku=AirPods-3, unit=Unit(name=Dona, symbol=Donalik, category=PIECE, coefficient=0.1, active=true), retailPrice=153000.00, wholesalePrice=120000.00, barcode=423235231, brand=Shirin, active=true), productName=AirPods 3, productPrice=153000.00, output=Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@1aedb81f, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:00:37.062181), amount=2.0, price=153000.0)

 [2025-11-17 02:00:37] LOG | Table: Sale | ID: 4199aa32-5f99-4e81-94d6-7124b2e60bb0 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Sale@115cb363

 [2025-11-17 02:00:37] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@697fe2cb

 [2025-11-17 02:00:37] LOG | Table: Output | ID: 845ce6ec-f859-4679-800a-86e174bc1373 | Action: CREATE | Value: Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@1aedb81f, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:00:37.118472)

 [2025-11-17 02:00:37] LOG | Table: OutputProduct | ID: 74cc1af6-2643-4498-9a0b-ca12ea84e50e | Action: CREATE | Value: OutputProduct(product=Product(name=AirPods 3, sku=AirPods-3, unit=Unit(name=Dona, symbol=Donalik, category=PIECE, coefficient=0.1, active=true), retailPrice=153000.00, wholesalePrice=120000.00, barcode=423235231, brand=Shirin, active=true), productName=AirPods 3, productPrice=153000.00, output=Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@1aedb81f, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:00:37.118472), amount=6.0, price=153000.0)

 [2025-11-17 02:00:37] LOG | Table: Sale | ID: db5c9e56-876c-46be-93e9-5dce825e5cd4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Sale@5a86cf8c

 [2025-11-17 02:00:39] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@339c2d8f

 [2025-11-17 02:00:39] LOG | Table: Output | ID: fbc383da-d7b0-44b3-8520-411b86c0f3bc | Action: CREATE | Value: Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@7d5ff4af, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:00:39.526932)

 [2025-11-17 02:00:39] LOG | Table: OutputProduct | ID: 02718558-57b8-46ea-97d6-6326415fc68b | Action: CREATE | Value: OutputProduct(product=Product(name=AirPods 3, sku=AirPods-3, unit=Unit(name=Dona, symbol=Donalik, category=PIECE, coefficient=0.1, active=true), retailPrice=153000.00, wholesalePrice=120000.00, barcode=423235231, brand=Shirin, active=true), productName=AirPods 3, productPrice=153000.00, output=Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@7d5ff4af, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:00:39.526932), amount=2.0, price=153000.0)

 [2025-11-17 02:00:39] LOG | Table: Sale | ID: 12e13f94-9404-49fa-a353-5a8c5c3c2b46 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Sale@f9634cb

 [2025-11-17 02:00:39] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@339c2d8f

 [2025-11-17 02:00:39] LOG | Table: Output | ID: f549ffd1-21b6-47aa-85eb-4794f9bfb6f8 | Action: CREATE | Value: Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@7d5ff4af, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:00:39.542690)

 [2025-11-17 02:00:39] LOG | Table: OutputProduct | ID: fd605404-eba8-4e54-8b57-6337d1e43b25 | Action: CREATE | Value: OutputProduct(product=Product(name=AirPods 3, sku=AirPods-3, unit=Unit(name=Dona, symbol=Donalik, category=PIECE, coefficient=0.1, active=true), retailPrice=153000.00, wholesalePrice=120000.00, barcode=423235231, brand=Shirin, active=true), productName=AirPods 3, productPrice=153000.00, output=Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@7d5ff4af, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:00:39.542690), amount=6.0, price=153000.0)

 [2025-11-17 02:00:39] LOG | Table: Sale | ID: f57756c9-7b80-434e-9357-9b089667c35a | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Sale@2ab1f765

 [2025-11-17 02:00:50] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@1e8de0d4

 [2025-11-17 02:02:13] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@5daac21c

 [2025-11-17 02:02:13] LOG | Table: Output | ID: 9c5be640-4347-4daa-b025-fa743e56d515 | Action: CREATE | Value: Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@69cd9cda, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:02:13.337008)

 [2025-11-17 02:02:13] LOG | Table: OutputProduct | ID: 3a20dd3b-2d25-4fbe-8349-69dab6250977 | Action: CREATE | Value: OutputProduct(product=Product(name=AirPods 3, sku=AirPods-3, unit=Unit(name=Dona, symbol=Donalik, category=PIECE, coefficient=0.1, active=true), retailPrice=153000.00, wholesalePrice=120000.00, barcode=423235231, brand=Shirin, active=true), productName=AirPods 3, productPrice=153000.00, output=Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@69cd9cda, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:02:13.337008), amount=2.0, price=153000.0)

 [2025-11-17 02:02:13] LOG | Table: CreditSale | ID: e357a562-5047-4d97-81dc-3a611ee1c4e2 | Action: CREATE | Value: CreditSale(sale=null, customerName=Falonkas, phone=+998993332211, totalAmount=306000.00, paidAmount=0, purchaseDate=2025-11-17, dueDate=2026-10-16, status=CREDIT)

 [2025-11-17 02:02:13] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@5daac21c

 [2025-11-17 02:02:13] LOG | Table: Output | ID: 2f6281da-bc92-4c13-ab1e-23c762ac3a69 | Action: CREATE | Value: Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@69cd9cda, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:02:13.372295)

 [2025-11-17 02:02:13] LOG | Table: OutputProduct | ID: 7c157d20-4bc4-452f-9e2a-52880e75a8c1 | Action: CREATE | Value: OutputProduct(product=Product(name=AirPods 3, sku=AirPods-3, unit=Unit(name=Dona, symbol=Donalik, category=PIECE, coefficient=0.1, active=true), retailPrice=153000.00, wholesalePrice=120000.00, barcode=423235231, brand=Shirin, active=true), productName=AirPods 3, productPrice=153000.00, output=Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@69cd9cda, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:02:13.372295), amount=6.0, price=153000.0)

 [2025-11-17 02:02:13] LOG | Table: CreditSale | ID: 4f0de416-38c2-4f78-8da1-958409899da0 | Action: CREATE | Value: CreditSale(sale=null, customerName=Falonkas, phone=+998993332211, totalAmount=918000.00, paidAmount=0, purchaseDate=2025-11-17, dueDate=2026-10-16, status=CREDIT)

 [2025-11-17 02:10:52] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@767ef04f

 [2025-11-17 02:10:52] LOG | Table: Output | ID: e1c58be1-102e-474b-b83d-8678b26fc4ff | Action: CREATE | Value: Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@54cb7789, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:10:52.688085)

 [2025-11-17 02:10:52] LOG | Table: OutputProduct | ID: 0c7d8a7e-14d8-4a81-9df7-ef9d0696c0d9 | Action: CREATE | Value: OutputProduct(product=Product(name=AirPods 3, sku=AirPods-3, unit=Unit(name=Dona, symbol=Donalik, category=PIECE, coefficient=0.1, active=true), retailPrice=153000.00, wholesalePrice=120000.00, barcode=423235231, brand=Shirin, active=true), productName=AirPods 3, productPrice=153000.00, output=Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@54cb7789, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:10:52.688085), amount=2.0, price=153000.0)

 [2025-11-17 02:10:52] LOG | Table: Sale | ID: 7dcaf3f1-18f0-4358-b9d2-75dda88258d5 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Sale@1f75794

 [2025-11-17 02:10:52] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@767ef04f

 [2025-11-17 02:10:52] LOG | Table: Output | ID: dc473055-a23d-49b9-826b-a9c6e0f7a6c9 | Action: CREATE | Value: Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@54cb7789, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:10:52.730498)

 [2025-11-17 02:10:52] LOG | Table: OutputProduct | ID: 2acfd1be-2066-43fa-926b-87f225935e09 | Action: CREATE | Value: OutputProduct(product=Product(name=AirPods 3, sku=AirPods-3, unit=Unit(name=Dona, symbol=Donalik, category=PIECE, coefficient=0.1, active=true), retailPrice=153000.00, wholesalePrice=120000.00, barcode=423235231, brand=Shirin, active=true), productName=AirPods 3, productPrice=153000.00, output=Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@54cb7789, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:10:52.730498), amount=6.0, price=153000.0)

 [2025-11-17 02:10:52] LOG | Table: Sale | ID: c7bc31cb-536f-4d84-aee7-e05e57320077 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Sale@398e92e5

 [2025-11-17 02:10:53] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@70d21886

 [2025-11-17 02:10:53] LOG | Table: Output | ID: 93685430-0577-486d-89e3-2debda977d74 | Action: CREATE | Value: Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@5c3ce9da, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:10:53.535539)

 [2025-11-17 02:10:53] LOG | Table: OutputProduct | ID: a796b0ba-c4e6-45c8-8656-cccc292687cb | Action: CREATE | Value: OutputProduct(product=Product(name=AirPods 3, sku=AirPods-3, unit=Unit(name=Dona, symbol=Donalik, category=PIECE, coefficient=0.1, active=true), retailPrice=153000.00, wholesalePrice=120000.00, barcode=423235231, brand=Shirin, active=true), productName=AirPods 3, productPrice=153000.00, output=Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@5c3ce9da, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:10:53.535539), amount=2.0, price=153000.0)

 [2025-11-17 02:10:53] LOG | Table: Sale | ID: aaacaa7c-171e-49ed-998d-0acde4610f71 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Sale@7772dd90

 [2025-11-17 02:10:53] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@70d21886

 [2025-11-17 02:10:53] LOG | Table: Output | ID: 00d07720-0032-442c-bad1-9cbb36d96642 | Action: CREATE | Value: Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@5c3ce9da, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:10:53.556751)

 [2025-11-17 02:10:53] LOG | Table: OutputProduct | ID: 901e9f31-2c0a-4599-975e-7124caaa334f | Action: CREATE | Value: OutputProduct(product=Product(name=AirPods 3, sku=AirPods-3, unit=Unit(name=Dona, symbol=Donalik, category=PIECE, coefficient=0.1, active=true), retailPrice=153000.00, wholesalePrice=120000.00, barcode=423235231, brand=Shirin, active=true), productName=AirPods 3, productPrice=153000.00, output=Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@5c3ce9da, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:10:53.556751), amount=6.0, price=153000.0)

 [2025-11-17 02:10:53] LOG | Table: Sale | ID: 57bd4405-9596-4f19-aa9b-0d7ab165bdbd | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Sale@6a2efc95

 [2025-11-17 02:10:54] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@18ae4fb1

 [2025-11-17 02:10:54] LOG | Table: Output | ID: 947abc3d-59e0-4a6d-84e9-9d3cc8fcf2a4 | Action: CREATE | Value: Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@4ba98782, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:10:54.123332)

 [2025-11-17 02:10:54] LOG | Table: OutputProduct | ID: 327d7d46-496c-4eaf-95ed-e48741b6fae7 | Action: CREATE | Value: OutputProduct(product=Product(name=AirPods 3, sku=AirPods-3, unit=Unit(name=Dona, symbol=Donalik, category=PIECE, coefficient=0.1, active=true), retailPrice=153000.00, wholesalePrice=120000.00, barcode=423235231, brand=Shirin, active=true), productName=AirPods 3, productPrice=153000.00, output=Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@4ba98782, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:10:54.123332), amount=2.0, price=153000.0)

 [2025-11-17 02:10:54] LOG | Table: Sale | ID: 45d00592-6b5e-48cb-9141-5e19f6df846d | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Sale@522b72eb

 [2025-11-17 02:10:54] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@18ae4fb1

 [2025-11-17 02:10:54] LOG | Table: Output | ID: 94aab707-2bbf-4079-ad1f-8c83750a8877 | Action: CREATE | Value: Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@4ba98782, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:10:54.138449)

 [2025-11-17 02:10:54] LOG | Table: OutputProduct | ID: 4cefb532-d1c6-42fa-bffd-a6ad5243176f | Action: CREATE | Value: OutputProduct(product=Product(name=AirPods 3, sku=AirPods-3, unit=Unit(name=Dona, symbol=Donalik, category=PIECE, coefficient=0.1, active=true), retailPrice=153000.00, wholesalePrice=120000.00, barcode=423235231, brand=Shirin, active=true), productName=AirPods 3, productPrice=153000.00, output=Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@4ba98782, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:10:54.138449), amount=6.0, price=153000.0)

 [2025-11-17 02:10:54] LOG | Table: Sale | ID: d9ab9b7f-66d7-4876-aa71-e5296e9c995c | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Sale@54c0be1a

 [2025-11-17 02:10:55] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@3ef14c72

 [2025-11-17 02:10:55] LOG | Table: Output | ID: 3ce6f5a1-e86b-4a6f-9d31-35d1022a6cdd | Action: CREATE | Value: Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@15d6b396, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:10:55.403627)

 [2025-11-17 02:10:55] LOG | Table: OutputProduct | ID: 21f3aeff-3e6f-4a64-b7a9-940bc95ca978 | Action: CREATE | Value: OutputProduct(product=Product(name=AirPods 3, sku=AirPods-3, unit=Unit(name=Dona, symbol=Donalik, category=PIECE, coefficient=0.1, active=true), retailPrice=153000.00, wholesalePrice=120000.00, barcode=423235231, brand=Shirin, active=true), productName=AirPods 3, productPrice=153000.00, output=Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@15d6b396, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:10:55.403627), amount=2.0, price=153000.0)

 [2025-11-17 02:10:55] LOG | Table: Sale | ID: 2509c151-9534-4a55-8195-b8112552140d | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Sale@32cf8fa4

 [2025-11-17 02:11:28] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@54cba111

 [2025-11-17 02:11:28] LOG | Table: Output | ID: d9e1a0b3-c5da-47b7-b9b6-583d6503eee8 | Action: CREATE | Value: Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@10a21df, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:11:28.117694)

 [2025-11-17 02:11:28] LOG | Table: OutputProduct | ID: 4bfd5fbd-f683-4ee1-ba20-98ea38724dc4 | Action: CREATE | Value: OutputProduct(product=Product(name=AirPods 3, sku=AirPods-3, unit=Unit(name=Dona, symbol=Donalik, category=PIECE, coefficient=0.1, active=true), retailPrice=153000.00, wholesalePrice=120000.00, barcode=423235231, brand=Shirin, active=true), productName=AirPods 3, productPrice=153000.00, output=Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@10a21df, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:11:28.117694), amount=2.0, price=153000.0)

 [2025-11-17 02:11:28] LOG | Table: Sale | ID: d8bfba29-5389-4c05-b289-243e2aa576f2 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Sale@13f485bf

 [2025-11-17 02:11:42] LOG | Table: Stock | ID: 8f0415c2-5f11-4366-bb2e-17d06cdcbba4 | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Stock@36d67a4b

 [2025-11-17 02:11:42] LOG | Table: Output | ID: 6d0125ef-3fe4-4c25-b90b-a063dbc18678 | Action: CREATE | Value: Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@4de2f621, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:11:42.752783)

 [2025-11-17 02:11:42] LOG | Table: OutputProduct | ID: c3a497cf-77dd-4155-9efd-83ac5f763743 | Action: CREATE | Value: OutputProduct(product=Product(name=AirPods 3, sku=AirPods-3, unit=Unit(name=Dona, symbol=Donalik, category=PIECE, coefficient=0.1, active=true), retailPrice=153000.00, wholesalePrice=120000.00, barcode=423235231, brand=Shirin, active=true), productName=AirPods 3, productPrice=153000.00, output=Output(warehouse=uz.nova.buildingcrm.model.entity.Warehouse@4de2f621, cashier=AuthUser(fullName=akmal, username=akmal, active=true, roles=[MANAGER]), currency=UZS, products=null, date=2025-11-17T02:11:42.752783), amount=2.0, price=153000.0)

 [2025-11-17 02:11:42] LOG | Table: Sale | ID: 4fb053d3-b4ab-4ddf-b80f-5c9e0511a6aa | Action: CREATE | Value: uz.nova.buildingcrm.model.entity.Sale@60e25da6
